Conditions,MazeType,ID,LocalDirectionX,LocalDirectionY,LocalDirectionZ,TargetPositionX,TargetPositionY,TargetAppear,GazeX,GazeY,index,Group(组别),TimeStamp,Distance_X,Distance_Y,Distance(CurrentAndPrevious),Gaze_Origin_Left_X,Gaze_Origin_Left_Y,Gaze_Origin_Right_X,Gaze_Origin_Right_Y,Gaze_Direction_Left_X,Gaze_Direction_Left_Y,Gaze_Direction_Right_X,Gaze_Direction_Right_Y,Pupil_Pos_Left_X,Pupil_Pos_Left_Y,Pupil_Pos_Right_X,Pupil_Pos_Right_Y,Pupil_Size_Left,Pupil_Pos_Right,Eye_Openness_Left,Eye_Openness_Right,IN_SACCADE,IN_FIXATION,angle,isCorrect
Antisaccade,One,15,0.3499298,0.2705688,0.8968353,0,0,Center,2.7047,2.0913,0,1,348558370,0,0,0,34.19809,8.801575,-30.74696,7.841263,-0.3510742,0.2749786,-0.3448486,0.2513885,0.5249274,0.2905005,0.5030023,0.272971,2.773239,2.860092,1,1,0,1
Antisaccade,One,15,0.3430176,0.2842865,0.8952637,0,0,Center,2.6559,2.2012,0,1,348558379,0.04877234,0.1098847,0.1202223,34.20345,8.793381,-30.72534,7.833084,-0.346344,0.28685,-0.3331146,0.2766724,0.5239795,0.2893089,0.5007277,0.2699991,2.846252,2.7827,1,1,0,1
Antisaccade,One,15,0.3391876,0.2811584,0.8977051,0,0,Center,2.6191,2.1710,0,1,348558387,0.03679752,0.0301404,0.04756576,34.19951,8.785187,-30.72307,7.836655,-0.3386536,0.2837219,-0.342804,0.2636719,0.5230317,0.2899626,0.5018871,0.2716236,2.868988,2.911301,1,1,0,1
Antisaccade,One,15,0.3423462,0.2765656,0.897934,0,0,Center,2.6428,2.1350,0,1,348558395,0.02371645,0.03600955,0.04311795,34.203,8.783798,-30.72079,7.838928,-0.3408356,0.2819366,-0.3483582,0.2546539,0.5232773,0.2902315,0.502521,0.2727521,2.821594,3.017639,1,1,0,1
Antisaccade,One,15,0.3401031,0.2735291,0.8997192,0,0,Center,2.6203,2.1074,0,1,348558404,0.02252626,0.02763128,0.03564997,34.2047,8.78241,-30.72145,7.839584,-0.3394165,0.2820282,-0.3417358,0.2519226,0.5230317,0.2902513,0.5017219,0.273,2.815872,3.01239,1,1,0,1
Antisaccade,One,15,0.3392181,0.2692108,0.9013519,0,0,Center,2.6088,2.0704,0,1,348558412,0.01155186,0.03702712,0.03878728,34.2056,8.777512,-30.72211,7.838928,-0.3331604,0.2819824,-0.3479309,0.250473,0.5221922,0.2903759,0.502521,0.273248,2.792358,3.014771,1,1,0,1
Antisaccade,One,15,0.3369141,0.2684784,0.9024353,0,0,Center,2.5879,2.0623,0,1,348558420,0.02082968,0.008111,0.02235316,34.2065,8.772629,-30.72372,7.836014,-0.3269043,0.2819366,-0.3495789,0.2511292,0.5213527,0.2905005,0.5027837,0.2732951,2.768661,3.01709,1,1,0,1
Antisaccade,One,15,0.3364716,0.2633362,0.9041138,0,0,Center,2.5797,2.0190,0,1,348558429,0.008197308,0.0432539,0.04402381,34.20764,8.769455,-30.72534,7.833084,-0.3263702,0.2745361,-0.3470306,0.2514801,0.5212538,0.291584,0.502521,0.2733422,2.749847,3.01506,1,1,0,1
Antisaccade,One,15,0.3339233,0.2580261,0.9065857,0,0,Center,2.5532,1.9729,0,1,348558437,0.02651811,0.0461067,0.0531887,34.20879,8.766281,-30.74933,7.819534,-0.3258209,0.2670288,-0.3419342,0.2490234,0.5211548,0.2926676,0.5027329,0.274086,2.731049,3.008179,1,1,0,1
Antisaccade,One,15,0.3310242,0.2513885,0.9095001,0,0,Center,2.5229,1.9160,0,1,348558445,0.03027797,0.05691135,0.06446438,34.20976,8.76355,-30.76932,7.805969,-0.3240967,0.2560577,-0.3379822,0.2466583,0.5209344,0.2941626,0.5029448,0.2748297,2.690887,3.002258,1,1,0,1
